date,store_nbr,family,shock_rate,avg_abs_z,changepoint_rate,oil_volatility,composite_risk_score
2013-01-02,3,BEVERAGES,,,,,0.0
2013-01-03,3,BEVERAGES,,,,,0.0
2013-01-04,3,BEVERAGES,,,,,0.0
2013-01-05,3,BEVERAGES,,,,,0.0
2013-01-06,3,BEVERAGES,,,,,0.0
2013-01-07,3,BEVERAGES,,,,,0.0
2013-01-08,3,BEVERAGES,,,,,0.0
2013-01-09,3,BEVERAGES,,,,,0.0
2013-01-10,3,BEVERAGES,,,,,0.0
2013-01-11,3,BEVERAGES,,,,,0.0
2013-01-12,3,BEVERAGES,,,,,0.0
2013-01-13,3,BEVERAGES,,,,,0.0
2013-01-14,3,BEVERAGES,,,,,0.0
2013-01-15,3,BEVERAGES,,,,,0.0
2013-01-16,3,BEVERAGES,,,,,0.0
2013-01-17,3,BEVERAGES,,,,,0.0
2013-01-18,3,BEVERAGES,,,,,0.0
2013-01-19,3,BEVERAGES,,,,,0.0
2013-01-20,3,BEVERAGES,,,,,0.0
2013-01-21,3,BEVERAGES,,,,,0.0
2013-01-22,3,BEVERAGES,,,,,0.0
2013-01-23,3,BEVERAGES,,,,,0.0
2013-01-24,3,BEVERAGES,,,,,0.0
2013-01-25,3,BEVERAGES,,,,,0.0
2013-01-26,3,BEVERAGES,,,,,0.0
2013-01-27,3,BEVERAGES,,,,,0.0
2013-01-28,3,BEVERAGES,,,,,0.0
2013-01-29,3,BEVERAGES,,,,,0.0
2013-01-30,3,BEVERAGES,,,,,0.0
2013-01-31,3,BEVERAGES,,,,,0.0
2013-02-01,3,BEVERAGES,0.0,,0.0,0.00591052032070716,23.172278161048407
2013-02-02,3,BEVERAGES,0.0,,0.0,0.005817663954365071,23.15624713720035
2013-02-03,3,BEVERAGES,0.0,,0.0,0.005729037870857209,23.14823162527632
2013-02-04,3,BEVERAGES,0.0,,0.0,0.006160986757440668,23.268464304136746
2013-02-05,3,BEVERAGES,0.0,,0.0,0.006103369359065541,23.236402256440634
2013-02-06,3,BEVERAGES,0.0,,0.0,0.006043625772478494,23.20434020874452
2013-02-07,3,BEVERAGES,0.0,,0.0,0.006077470561699131,23.228386744516605
2013-02-08,3,BEVERAGES,0.0,,0.0,0.006003061225917623,23.19632469682049
2013-02-09,3,BEVERAGES,0.0,,0.0,0.005922644326905346,23.180293672972436
2013-02-10,3,BEVERAGES,0.0,,0.0,0.005845375681130608,23.164262649124378
2013-02-11,3,BEVERAGES,0.0,,0.0,0.006118160383605252,23.244417768364663
2013-02-12,3,BEVERAGES,0.0,,0.0,0.0060704069229938805,23.220371232592576
2013-02-13,3,BEVERAGES,0.0,,0.0,0.006061112779624751,23.212355720668548
2013-02-14,3,BEVERAGES,0.0,,0.0,0.005994740721460593,23.188309184896465
2013-02-15,3,BEVERAGES,0.0,,0.0,0.006336625481520753,23.301671424964862
2013-02-16,3,BEVERAGES,0.0,,0.0,0.006265062109364911,23.284495327984803
2013-02-17,3,BEVERAGES,0.0,,0.0,0.006195870241035681,23.276479816060775
2013-02-18,3,BEVERAGES,0.0,,0.0,0.00612892170501057,23.252433280288688
2013-02-19,3,BEVERAGES,0.0,,0.0,0.006148436216924319,23.260448792212717
2013-02-20,3,BEVERAGES,0.0,,0.0,0.006668127788914624,23.337168692056988
2013-02-21,3,BEVERAGES,0.0,,0.0,0.007348283142242012,24.066694784456754
2013-02-22,3,BEVERAGES,0.0,,0.0,0.007291924888959534,24.012990854565768
2013-02-23,3,BEVERAGES,0.0,,0.0,0.007220082152993776,23.968447509730808
2013-02-24,3,BEVERAGES,0.0,,0.0,0.007150321879623204,23.944400973958725
2013-02-25,3,BEVERAGES,0.0,,0.0,0.00710450699190357,23.91142286775701
2013-02-26,3,BEVERAGES,0.0,,0.0,0.007040069853422937,23.718249030387927
2013-02-27,3,BEVERAGES,0.0,,0.0,0.006982795567201087,23.63053642847642
2013-02-28,3,BEVERAGES,0.0,,0.0,0.007015262454344987,23.684011343741005
2013-03-01,3,BEVERAGES,0.0,,0.0,0.007197643576485378,23.96043199780678
2013-03-02,3,BEVERAGES,0.0,,0.0,0.007135544903820107,23.927453891605065
2013-03-03,3,BEVERAGES,0.0,,0.0,0.00707502637867146,23.78786947681377
2013-03-04,3,BEVERAGES,0.0,,0.0,0.007057450808240792,23.734280054235985
2013-03-05,3,BEVERAGES,0.0,,0.0,0.007088731867576066,23.876383629917687
2013-03-06,3,BEVERAGES,0.0,,0.0,0.007050652967904726,23.726264542311956
2013-03-07,3,BEVERAGES,0.0,,0.0,0.007157556221716686,23.95241648588275
2013-03-08,3,BEVERAGES,0.0,,0.0,0.0071340065223284115,23.919438379681036
2013-03-09,3,BEVERAGES,0.0,,0.0,0.007078945157099652,23.823137729279498
2013-03-10,3,BEVERAGES,0.0,,0.0,0.007025139351790379,23.70107293340787
2013-03-11,3,BEVERAGES,0.0,,0.0,0.0069732075369474626,23.622520916552393
2013-03-12,3,BEVERAGES,0.0,,0.0,0.006939877349337455,23.577977571717433
2013-03-13,3,BEVERAGES,0.0,,0.0,0.0068895791821590845,23.524502656452846
2013-03-14,3,BEVERAGES,0.0,0.7179319733512949,0.0,0.006878840495998188,32.434809608129456
2013-03-15,3,BEVERAGES,0.0,0.709478567947803,0.0,0.006854971906751259,31.729672189460846
2013-03-16,3,BEVERAGES,0.0,0.6984112405279708,0.0,0.006807207194973011,30.83762205531831
2013-03-17,3,BEVERAGES,0.0,0.7052061181848387,0.0,0.006760427228191162,31.271689433611805
2013-03-18,3,BEVERAGES,0.0,0.7215646540968287,0.0,0.006719752162755008,32.565777106154734
2013-03-19,3,BEVERAGES,0.0,0.7025004230943516,0.0,0.006856151915198664,31.17726962352539
2013-03-20,3,BEVERAGES,0.0,0.6844098872506054,0.0,0.006877930002510008,29.83972998922298
2013-03-21,3,BEVERAGES,0.0,0.6956120362779766,0.0,0.006894089018456976,30.705540868765237
2013-03-22,3,BEVERAGES,0.0,0.7008227551625715,0.0,0.006947937015978643,31.152077056020076
2013-03-23,3,BEVERAGES,0.0,0.6869653467877022,0.0,0.006903826001774883,30.0769691828984
2013-03-24,3,BEVERAGES,0.0,0.6757584474509923,0.0,0.0068605446149342586,29.232700102789792
2013-03-25,3,BEVERAGES,0.0,0.6629817709310404,0.0,0.006948730479138813,28.509629561777516
2013-03-26,3,BEVERAGES,0.0,0.6690406425158886,0.0,0.0071003616885006345,29.188081570067503
2013-03-27,3,BEVERAGES,0.0,0.6538053390739121,0.0,0.007080556534967643,28.17570694942843
2013-03-28,3,BEVERAGES,0.0,0.644583426235493,0.0,0.007078017298529183,27.653218253766966
2013-03-29,3,BEVERAGES,0.0,0.6561386262766857,0.0,0.007036492341857928,28.193399287919117
2013-03-30,3,BEVERAGES,0.0,0.6769903938571831,0.0,0.006995689795161822,29.48775738186849
2013-03-31,3,BEVERAGES,0.0,0.6653983616720651,0.0,0.006955588951287099,28.67040144343751
2013-04-01,3,BEVERAGES,0.0,0.6557694205516351,0.0,0.006919054405802816,28.01877095851276
2013-04-02,3,BEVERAGES,0.0,0.6762008000224987,0.0,0.006880653006556502,29.28728233308226
2013-04-03,3,BEVERAGES,0.0,0.709063792904266,0.0,0.00730011459859501,32.24380142587939
2013-04-04,3,BEVERAGES,0.0,0.7184567681564312,0.0,0.007562292450381854,33.16157686896151
2013-04-05,3,BEVERAGES,0.0,0.7217320184259209,0.0,0.007583737629942009,33.4499145395532
2013-04-06,3,BEVERAGES,0.0,0.7102665548612775,0.0,0.007583737629942009,32.53480183785169
2013-04-07,3,BEVERAGES,0.0,0.7208888566011928,0.0,0.007583166324730276,33.3646723596509
2013-04-08,3,BEVERAGES,0.0,0.7409592733342657,0.0,0.007613985071826648,35.00567615946373
2013-04-09,3,BEVERAGES,0.0,0.7292097564267126,0.0,0.007667731654254161,34.079698574384494
2013-04-10,3,BEVERAGES,0.0,0.731076724472445,0.0,0.00763720831972616,34.22061243128024
2013-04-11,3,BEVERAGES,0.0,0.7253644887467949,0.0,0.007742487583769495,33.77612853616144
2013-04-12,3,BEVERAGES,0.0,0.7182039690075731,0.0,0.008134330015923388,33.280420521461636
2013-04-13,3,BEVERAGES,0.0,0.706987232708865,0.0,0.008134330015923388,32.38865653577695
2013-04-14,3,BEVERAGES,0.0,0.7059982104021129,0.0,0.00809596610916055,32.264847182728545
2013-04-15,3,BEVERAGES,0.0,0.6990601566340764,0.0,0.00850890004091211,32.11137212928159
2013-04-16,3,BEVERAGES,0.0,0.6971698952597393,0.0,0.00842100051080572,31.88465314911933
2013-04-17,3,BEVERAGES,0.0,0.712832659923733,0.0,0.008634352985295107,33.453124825567535
2013-04-18,3,BEVERAGES,0.0,0.7084915065174325,0.0,0.008768597497701699,33.41577961375968
2013-04-19,3,BEVERAGES,0.0,0.698027146295857,0.0,0.008774987877775227,32.61140190774944
2013-04-20,3,BEVERAGES,0.0,0.6889662436194818,0.0,0.008774987877775227,31.92487117377568
2013-04-21,3,BEVERAGES,0.0,0.6855914492620181,0.0,0.008774987877775227,31.680396382540664
2013-04-22,3,BEVERAGES,0.0,0.6795497003289273,0.0,0.008811835482613462,31.29621374462373
2013-04-23,3,BEVERAGES,0.0,0.6747847188503405,0.0,0.00876598875425456,30.88740617491871
2013-04-24,3,BEVERAGES,0.0,0.6712791333986186,0.0,0.00904708172483657,31.042206855237232
2013-04-25,3,BEVERAGES,0.0,0.6624834765627343,0.0,0.009410003839894435,30.83181964567934
2013-04-26,3,BEVERAGES,0.0,0.6687922287393908,0.0,0.009436308749891938,31.258356952503718
2013-04-27,3,BEVERAGES,0.0,0.664876865193189,0.0,0.009436308749891938,31.014666992059187
2013-04-28,3,BEVERAGES,0.0,0.6590100290224831,0.0,0.009391103842099437,30.60380970046768
2013-04-29,3,BEVERAGES,0.0,0.6534223833112932,0.0,0.009357739561221925,30.215387601887628
2013-04-30,3,BEVERAGES,0.0,0.6497833193496445,0.0,0.00939403838849297,30.073006701672384
2013-05-01,3,BEVERAGES,0.0,0.6427321689901492,0.0,0.009784654711241816,30.05518030998945
2013-05-02,3,BEVERAGES,0.0,0.6664812294401276,0.0,0.010397127145558994,32.165226178521394
2013-05-03,3,BEVERAGES,0.0,0.6696948112339081,0.0,0.010549089246546208,32.8070642858892
2013-05-04,3,BEVERAGES,0.0,0.6614955581400723,0.0,0.010549089246546208,32.29476598740235
2013-05-05,3,BEVERAGES,0.0,0.6617577223265297,0.0,0.010462885804813762,31.97493363043217
2013-05-06,3,BEVERAGES,0.0,0.6571749828936356,0.0,0.010468023367696477,31.71062565538548
2013-05-07,3,BEVERAGES,0.0,0.6526616241475922,0.0,0.010480319799205303,31.542538017931204
2013-05-08,3,BEVERAGES,0.0,0.6489493941631267,0.0,0.01051375214655679,31.422513026018105
2013-05-09,3,BEVERAGES,0.0,0.64536464877155,0.0,0.010514088649203925,31.241548352079974
2013-05-10,3,BEVERAGES,0.0,0.6460570684796706,0.0,0.010518881827495616,31.294334561490476
2013-05-11,3,BEVERAGES,0.0,0.6387980556413239,0.0,0.010518881827495616,30.93900242109995
2013-05-12,3,BEVERAGES,0.0,0.6386150305408079,0.0,0.010419750553253584,30.65412038930868
2013-05-13,3,BEVERAGES,0.0,0.6733559548080588,0.0,0.01046879924105458,32.74907953888162
2013-05-14,3,BEVERAGES,0.0,0.6697035961653882,0.0,0.01049442485891236,32.639417219162844
2013-05-15,3,BEVERAGES,0.0,0.6721171339249389,0.0,0.010489298901164143,32.78700213777769
2013-05-16,3,BEVERAGES,0.0,0.6790333928686973,0.0,0.01044036623085575,33.088359103671976
2013-05-17,3,BEVERAGES,0.0,0.6863356267393208,0.0,0.010485767778383493,33.761606424938016
2013-05-18,3,BEVERAGES,0.0,0.6716912182676344,0.0,0.010485767778383493,32.736421204871455
2013-05-19,3,BEVERAGES,0.0,0.6758460062336377,0.0,0.010485767778383493,33.0283782589306
2013-05-20,3,BEVERAGES,0.0,0.6745720613467723,0.0,0.010472924735170584,32.86347294389458
2013-05-21,3,BEVERAGES,0.0,0.6762053346311406,0.0,0.010323005968497072,32.68295553891047
2013-05-22,3,BEVERAGES,0.0,0.6770237509549147,0.0,0.010194044246124755,32.509701896388286
2013-05-23,3,BEVERAGES,0.0,0.675025219029366,0.0,0.010188709042881798,32.351031045745515
2013-05-24,3,BEVERAGES,0.0,0.6688295133082286,0.0,0.01019409136680374,31.960130474104187
2013-05-25,3,BEVERAGES,0.0,0.6752415680465158,0.0,0.01019409136680374,32.39159120117143
2013-05-26,3,BEVERAGES,0.0,0.7079139507893858,0.0,0.010184190937551721,34.780687171730854
2013-05-27,3,BEVERAGES,0.0,0.7320878209050022,0.0,0.010183167515419526,36.70787590776266
2013-05-28,3,BEVERAGES,0.0,0.7427137794662567,0.0,0.010219749265512649,37.706905904212604
2013-05-29,3,BEVERAGES,0.0,0.7469257370244504,0.0,0.010320992281051208,38.15076943215887
2013-05-30,3,BEVERAGES,0.0,0.7392844884822963,0.0,0.010214577288298003,37.389931777369725
2013-05-31,3,BEVERAGES,0.0,0.7316532231805585,0.0,0.01038783406663129,37.03674193937404
2013-06-01,3,BEVERAGES,0.0,0.7224444010912184,0.0,0.01038783406663129,36.29409580388086
2013-06-02,3,BEVERAGES,0.0,0.7013028259071296,0.0,0.010364054164799033,34.57272664680289
2013-06-03,3,BEVERAGES,0.0,0.715757282033366,0.0,0.010463867244498812,35.90729157613578
2013-06-04,3,BEVERAGES,0.0,0.7136722680299943,0.0,0.010451457587192549,35.71998668491692
2013-06-05,3,BEVERAGES,0.0,0.7044763142526512,0.0,0.01038627053279887,34.84534907955784
2013-06-06,3,BEVERAGES,0.0,0.7008073276316525,0.0,0.010437043341495455,34.66396809229585
2013-06-07,3,BEVERAGES,0.0,0.7024954007582751,0.0,0.010546802099403523,35.126267247340834
2013-06-08,3,BEVERAGES,0.0,0.710314869375965,0.0,0.010546802099403523,35.75197359505226
2013-06-09,3,BEVERAGES,0.0,0.7032994922083137,0.0,0.010546947944936175,35.21419515827768
2013-06-10,3,BEVERAGES,0.0,0.6963466983717339,0.0,0.010546892660908847,34.66493203532931
2013-06-11,3,BEVERAGES,0.0,0.6976997555441226,0.0,0.01055446808430612,34.853300573695364
2013-06-12,3,BEVERAGES,0.0,0.6938879692999393,0.0,0.010548838716131426,34.49876071602161
2013-06-13,3,BEVERAGES,0.0,0.691005595003766,0.0,0.010561598427929855,34.34802902231854
2013-06-14,3,BEVERAGES,0.0,0.6892724754674805,0.0,0.010632942550139822,34.42169299610947
2013-06-15,3,BEVERAGES,0.0,0.6815434617541141,0.0,0.010632942550139822,33.86564038105328
2013-06-16,3,BEVERAGES,0.0,0.6774544158901481,0.0,0.010631377426378968,33.582506334636435
2013-06-17,3,BEVERAGES,0.0,0.6948440202538579,0.0,0.010524885250185653,34.50974363556331
2013-06-18,3,BEVERAGES,0.0,0.7080631705332774,0.0,0.01050949015100925,35.477067320034635
2013-06-19,3,BEVERAGES,0.0,0.6982024139280967,0.0,0.010473161891172325,34.58633600669494
2013-06-20,3,BEVERAGES,0.0,0.6933638029758659,0.0,0.011047477735437489,35.09465843589138
2013-06-21,3,BEVERAGES,0.0,0.699211075290868,0.0,0.011115137151437368,35.602507824139785
2013-06-22,3,BEVERAGES,0.0,0.6969955784818103,0.0,0.011115137151437368,35.44377579676489
2013-06-23,3,BEVERAGES,0.0,0.7021976169925455,0.0,0.011040108002566034,35.75983926082883
2013-06-24,3,BEVERAGES,0.0,0.6920562845549509,0.0,0.011013776251051904,34.97020118464317
2013-06-25,3,BEVERAGES,0.0,0.6944222367557498,0.0,0.010999195145001521,35.13043737956663
2013-06-26,3,BEVERAGES,0.0,0.6937937912670322,0.0,0.010973658913550165,35.02766480486862
2013-06-27,3,BEVERAGES,0.0,0.6882304055502063,0.0,0.011105262671600743,34.73704946061314
2013-06-28,3,BEVERAGES,0.0,0.6781035732887448,0.0,0.01112724393340356,34.100354368659296
2013-06-29,3,BEVERAGES,0.0,0.6815524187199558,0.0,0.01112724393340356,34.32854392099181
2013-06-30,3,BEVERAGES,0.0,0.6873155968732079,0.0,0.011126243257454876,34.73135198545585
2013-07-01,3,BEVERAGES,0.0,0.674954666756329,0.0,0.011259381953864583,33.967156992827476
2013-07-02,3,BEVERAGES,0.0,0.6565167394894879,0.0,0.011138335255615422,32.71219124674563
2013-07-03,3,BEVERAGES,0.0,0.653768543529959,0.0,0.011192737648950946,32.594176831039626
2013-07-04,3,BEVERAGES,0.0,0.6439874254063116,0.0,0.011172484676141233,32.045126122140886
2013-07-05,3,BEVERAGES,0.0,0.6498699535982456,0.0,0.011225089002179991,32.40419294176158
2013-07-06,3,BEVERAGES,0.0,0.6360436844017752,0.0,0.011225089002179991,31.711775976859215
2013-07-07,3,BEVERAGES,0.0,0.6385007072645732,0.0,0.01121191343170234,31.81831041791646
2013-07-08,3,BEVERAGES,0.0,0.6554830753370172,0.0,0.011183833249338762,32.68637392526892
2013-07-09,3,BEVERAGES,0.0,0.6547115096806564,0.0,0.01118325437939121,32.63166870763713
2013-07-10,3,BEVERAGES,0.0,0.6572196302931554,0.0,0.0114614820029988,32.883351035777295
2013-07-11,3,BEVERAGES,0.0,0.6645432358110459,0.0,0.01128986346607067,33.301411991524986
2013-07-12,3,BEVERAGES,0.0,0.6649333423093179,0.0,0.011325662628959118,33.33897570090553
2013-07-13,3,BEVERAGES,0.0,0.669999813706814,0.0,0.011325662628959118,33.66075632500297
2013-07-14,3,BEVERAGES,0.0,0.6769916173569654,0.0,0.010900771956794767,33.773962322657205
2013-07-15,3,BEVERAGES,0.0,0.6890533225724931,0.0,0.01089896090169081,34.6089445064207
2013-07-16,3,BEVERAGES,0.0,0.6715192638629744,0.0,0.010569684662655615,32.988015563375164
2013-07-17,3,BEVERAGES,0.0,0.67255976741563,0.0,0.010504161179903822,32.843293617567205
2013-07-18,3,BEVERAGES,0.0,0.6731964604901272,0.0,0.01058494680179532,33.15561837867232
